79;1503.39;10.00;442.19;big
80;1282.81;10.00;388.08;small
81;1279.52;10.00;494.81;small
82;849.44;10.00;303.30;big
83;731.33;10.00;246.76;big
84;1236.15;10.00;293.45;big
85;1344.50;10.00;279.70;big
86;1502.85;10.00;285.22;big
87;1493.03;10.00;231.38;big
88;1026.84;10.00;351.25;big
89;1102.61;10.00;402.94;big
90;972.45;10.00;427.05;big
91;860.24;10.00;428.62;big
92;785.19;10.00;489.25;big
93;763.17;10.00;405.36;big
94;1136.55;10.00;293.98;big
95;995.08;10.00;247.69;big
96;910.06;10.00;501.37;big
97;1629.68;10.00;316.87;big
98;1646.93;10.00;221.03;big
99;1947.59;10.00;457.58;big
100;2100.98;10.00;489.59;big
101;1712.33;10.00;793.11;small
102;2120.18;10.00;760.95;small
103;2033.82;10.00;732.72;big
104;2115.64;10.00;626.60;big
105;2204.48;10.00;501.84;big
106;2258.55;10.00;438.70;big
107;2120.04;10.00;345.38;big
108;2066.21;10.00;412.76;big
109;1979.17;10.00;375.13;big
110;1819.70;10.00;291.60;big
111;2289.89;10.00;342.86;big
112;2433.10;10.00;331.86;big
113;2368.51;10.00;299.98;big
114;2284.39;10.00;254.68;big
115;2191.38;10.00;385.95;big
116;1952.81;10.00;304.55;big
117;2062.01;10.00;265.47;big
118;2178.91;10.00;252.44;big
119;2161.25;10.00;590.84;big
120;2830.18;10.00;1069.00;big
121;2706.29;10.00;1365.34;big
122;2827.75;10.00;1397.43;big
123;2780.53;10.00;1270.18;small
124;2657.55;10.00;1431.92;small
125;2777.43;10.00;1524.00;big
126;2615.21;10.00;1641.72;small
127;2947.90;10.00;1459.29;small
128;2939.14;10.00;1688.01;small
129;2609.23;10.00;995.07;big
130;2251.99;10.00;761.37;big
131;2478.43;10.00;875.40;big
132;2553.63;10.00;937.68;big
133;2392.64;10.00;779.68;big
134;1773.09;10.00;1630.08;small
135;2144.35;10.00;1784.32;small
136;1485.36;10.00;1559.29;small
137;1369.57;10.00;1247.08;small
138;1442.75;10.00;986.90;small
139;2376.12;10.00;619.95;small
140;2729.73;10.00;1121.23;big
141;1587.22;10.00;850.43;small
142;1219.27;10.00;1258.19;small
143;1208.99;10.00;1013.26;small
144;920.23;10.00;627.20;small
145;1392.32;10.00;767.14;small
146;1883.00;10.00;234.59;big
147;1722.55;10.00;1321.41;small
148;2144.03;10.00;2372.17;big
149;1787.31;10.00;2372.61;big
150;838.00;10.00;2372.00;small
151;3224.52;10.00;2371.97;small
152;1943.24;10.00;2371.93;small
153;3381.91;10.00;379.12;big
154;3111.87;10.00;386.84;small
155;3372.34;10.00;249.38;small
156;3447.78;10.00;457.35;big
157;3344.56;10.00;237.71;big
158;3509.50;10.00;510.78;big
159;3336.92;10.00;605.23;small
160;3678.32;10.00;449.93;small
161;3730.52;10.00;529.56;big
162;3824.10;10.00;427.97;big
163;3760.33;10.00;720.73;small
164;3963.62;10.00;381.32;big
165;3750.42;10.00;606.21;big
166;3875.20;10.00;662.20;big
167;1919.11;10.00;722.46;big
168;2077.85;10.00;674.89;big
169;3912.63;10.00;538.80;big
170;1045.45;10.00;800.17;big
171;2088.38;10.00;520.98;big
172;3009.00;10.00;197.81;big
173;2801.72;10.00;141.34;big
174;3820.26;10.00;67.18;big
175;3074.49;10.00;42.58;big
176;3002.04;10.00;115.57;big
177;3247.50;10.00;130.18;big
178;3479.89;10.00;72.72;big
179;2602.52;10.00;67.82;big
180;2355.31;10.00;45.91;big
181;2011.07;10.00;59.68;big
182;1734.86;10.00;82.54;big
183;1177.47;10.00;78.04;big
184;879.34;10.00;67.11;big
185;148.81;10.00;80.01;big
186;1469.57;10.00;61.56;big
187;481.21;10.00;56.32;big
188;2836.17;10.00;334.73;small
189;2584.00;10.00;507.83;big
190;754.04;10.00;158.95;big
191;1046.84;10.00;174.52;big
192;1349.13;10.00;175.65;big
193;1675.76;10.00;159.78;big
194;678.93;10.00;432.20;small
195;1123.60;10.00;691.54;big
196;3092.39;10.00;1110.81;small
197;3103.52;10.00;858.13;small
198;3016.07;10.00;985.71;small
199;2958.78;10.00;1332.99;big
200;2959.50;10.00;1132.00;big
201;2590.65;10.00;377.58;big
202;1967.73;10.00;159.17;big
203;2315.02;10.00;169.28;big
204;2621.89;10.00;260.13;big
205;2457.43;10.00;444.95;big
206;2335.13;10.00;482.66;big
207;65.58;10.00;1091.87;big
208;138.43;10.00;1108.93;big
209;248.61;10.00;1058.69;big
210;193.67;10.00;1019.07;big
211;685.77;10.00;603.70;big
212;68.77;10.00;922.53;big
213;85.04;10.00;984.02;big
214;179.43;10.00;937.64;big
215;270.08;10.00;946.40;big
216;162.68;10.00;867.37;big
217;287.36;10.00;851.74;big
218;428.74;10.00;402.13;big
219;460.12;10.00;923.67;big
220;391.60;10.00;891.35;big
221;395.96;10.00;828.63;big
222;266.04;10.00;793.70;big
223;372.17;10.00;751.90;big
224;472.57;10.00;811.96;big
225;473.03;10.00;738.08;big
226;2671.74;10.00;1025.74;big
227;169.99;10.00;1071.79;small
228;1513.13;10.00;1214.28;small
229;345.91;10.00;1133.53;small
230;609.04;10.00;800.85;big
231;557.59;10.00;1051.65;big
232;879.19;10.00;879.67;small
233;725.43;10.00;976.33;small
234;902.95;10.00;1175.50;small
235;583.11;10.00;1299.17;small
236;1062.22;10.00;1347.11;small
237;1035.97;10.00;1044.24;big
238;1014.02;10.00;866.66;big
239;1047.76;10.00;962.20;big
240;1053.49;10.00;768.23;big
241;1138.24;10.00;858.57;big
242;1196.48;10.00;765.64;big
243;849.70;10.00;709.97;big
244;215.79;10.00;526.07;big
245;172.80;10.00;696.44;big
246;666.70;10.00;687.44;big
247;534.75;10.00;476.89;big
248;403.29;10.00;668.15;big
249;498.11;10.00;633.97;big
250;630.14;10.00;512.30;big
251;559.03;10.00;318.80;small
252;510.82;10.00;258.61;big
253;404.96;10.00;192.46;big
254;210.39;10.00;307.97;small
255;662.05;10.00;1567.62;small
256;851.00;10.00;1417.58;small
257;3139.71;10.00;1368.84;big
258;3588.63;10.00;1276.20;big
259;3894.58;10.00;1200.35;big
260;3331.83;10.00;1408.92;big
261;3186.73;10.00;1591.72;big
262;3445.61;10.00;1702.88;big
263;3706.06;10.00;1650.04;big
264;3895.36;10.00;1558.36;big
265;340.84;10.00;1455.29;small
266;1454.48;10.00;1478.75;small
267;1077.89;10.00;1498.80;big
268;1251.14;10.00;1565.60;small
269;905.08;10.00;1837.57;small
270;1825.58;10.00;1856.00;small
271;1522.22;10.00;1829.18;small
272;1265.72;10.00;1827.00;small
273;2450.32;10.00;1808.00;small
274;2834.33;10.00;1864.06;small
275;2388.34;10.00;1812.26;small
276;3248.58;10.00;1847.26;small
277;529.54;10.00;1784.30;small
278;246.21;10.00;1755.03;small
279;3687.14;10.00;1835.72;small
280;3838.18;10.00;1460.16;big
281;2048.00;10.00;2116.00;big
282;2033.94;10.00;1997.91;big
283;2048.00;10.00;2372.00;big
284;2515.55;10.00;2372.45;big
285;2822.74;10.00;886.87;big
286;2864.26;10.00;968.41;big
287;2710.73;10.00;945.99;big
288;2632.05;10.00;866.70;big
289;2746.89;10.00;856.85;big
290;2724.34;10.00;1013.14;big
291;1745.41;10.00;353.96;big
292;1832.77;10.00;427.35;big
293;1423.02;10.00;282.35;big
294;3433.39;10.00;1559.63;big
295;3642.04;10.00;1508.97;big
296;3512.13;10.00;1425.90;big
297;3683.11;10.00;1389.03;big
298;3709.09;10.00;1264.02;big
299;3848.28;10.00;1363.50;big
300;3977.59;10.00;1328.15;big
301;3008.16;10.00;1257.40;big
302;3122.57;10.00;1212.91;big
303;2976.52;10.00;1032.45;big
304;2974.17;10.00;904.22;big
305;2934.42;10.00;819.12;big
306;3085.64;10.00;749.95;big
307;3220.34;10.00;1146.97;big
308;3166.17;10.00;1039.63;big
309;3263.85;10.00;1010.74;big
310;3156.28;10.00;940.64;big
311;3256.38;10.00;883.72;big
312;3287.67;10.00;806.68;big
313;3298.91;10.00;708.44;big
314;3207.46;10.00;729.24;big
315;262.36;10.00;725.93;big
316;173.05;10.00;581.26;big
317;287.93;10.00;636.40;big
318;196.40;10.00;442.61;big
319;148.95;10.00;637.78;big
320;767.72;10.00;735.70;big
321;754.30;10.00;629.79;big
322;594.13;10.00;598.70;big
323;578.07;10.00;692.56;big
324;457.68;10.00;513.82;big
325;344.42;10.00;518.57;big
326;390.29;10.00;584.07;big
327;320.10;10.00;425.98;big
328;272.85;10.00;535.99;big
329;4022.94;10.00;897.24;big
330;4020.01;10.00;975.64;big
331;3929.91;10.00;1073.34;big
332;3937.84;10.00;899.89;big
333;3873.65;10.00;847.21;big
334;3901.16;10.00;1004.78;big
335;3779.44;10.00;839.38;big
336;3808.20;10.00;973.07;big
337;3799.09;10.00;1109.43;big
338;3707.00;10.00;941.82;big
339;3735.58;10.00;1059.58;big
340;3644.48;10.00;1097.16;big
341;3575.82;10.00;1206.18;big
342;3255.40;10.00;1272.03;big
343;3506.03;10.00;1251.52;big
344;3416.11;10.00;1284.68;big
345;3370.95;10.00;1218.30;big
346;3327.56;10.00;1145.69;big
347;3410.85;10.00;1097.35;big
348;3358.27;10.00;1004.42;big
349;3448.45;10.00;998.79;big
350;3380.84;10.00;892.24;big
351;3470.92;10.00;916.66;big
352;3382.12;10.00;810.83;big
353;3447.18;10.00;754.34;big
354;3587.32;10.00;795.86;big
355;3653.93;10.00;873.06;big
356;3577.80;10.00;882.78;big
357;3479.07;10.00;837.13;big
358;3561.61;10.00;966.48;big
359;3638.77;10.00;990.88;big
360;3534.62;10.00;1056.88;big
361;3191.24;10.00;524.23;big
362;3160.26;10.00;613.37;big
363;3069.47;10.00;531.84;big
364;2984.19;10.00;473.92;big
365;2896.11;10.00;504.76;big
366;3098.67;10.00;618.12;big
367;3032.93;10.00;659.92;big
368;2992.91;10.00;578.28;big
369;2880.19;10.00;581.82;big
370;2792.54;10.00;452.56;big
371;2683.76;10.00;499.44;big
372;2640.73;10.00;586.81;big
373;2767.55;10.00;560.43;big
374;2741.63;10.00;638.57;big
375;2882.26;10.00;673.68;big
376;2980.40;10.00;710.64;big
377;2868.67;10.00;777.81;big
378;2785.79;10.00;711.02;big
379;2745.48;10.00;772.96;big
380;2651.03;10.00;713.00;big
381;2536.09;10.00;733.46;big
382;2610.57;10.00;802.97;big
383;2423.73;10.00;705.70;big
384;2545.07;10.00;648.79;big
385;1066.59;10.00;1570.30;big
386;940.62;10.00;1641.21;big
387;1045.19;10.00;1673.96;big
388;875.81;10.00;1702.16;big
389;922.15;10.00;1574.20;big
390;3515.28;10.00;573.88;big
391;3609.02;10.00;578.90;big
